"Month","Hour","Day of Week","Council District (Start)","sum_trip_distance","Year (US/Central)"
"11","23","2","5","184,814","2,020"
"2","1","4","3","151,627.98261109869","2,021"
"12","2","5","8","117,809","2,018"
"5","5","2","None","1,843","2,021"
"9","3","2","7","18,862","2,019"
"6","8","6","2","4,066","2,019"
"3","16","0","10","29,839","2,019"
"11","21","0","3","406,452","2,019"
"8","19","1","10","7,821","2,018"
"4","11","3","9","18,229","2,020"
"5","3","0","8","8,173.1126962619","2,021"
"10","0","1","0","4,069","2,019"
"5","12","0","3","11,944","2,020"
"6","12","2","3","25,026","2,018"
"6","16","2","1","200,686.67442567693","2,021"
"3","9","6","9","1,697,356.51498422991","2,021"
"6","12","6","9","118,857.60838161554","2,020"
"4","23","4","7","2,326","2,021"
"10","0","4","3","869,636","2,019"
"4","4","4","7","5,758","2,021"
"9","21","6","9","7,153,299","2,018"
"5","21","0","10","16,749","2,020"
"10","2","5","None","4,538","2,019"
"11","12","1","7","7,958","2,018"
"10","13","4","1","28,288.96897307679","2,020"
"7","15","2","4","2,495","2,021"
"12","18","6","10","34,090","2,019"
"8","12","4","4","3,359","2,021"
"7","3","3","4","13,750","2,020"
"1","14","5","3","93,978.99093554919","2,022"
"11","6","6","9","1,246,351","2,018"
"11","22","2","4","12,943","2,021"
"7","1","1","9","4,816,221","2,019"
"7","23","1","9","1,116,190.10512999203","2,020"
"8","11","4","3","16,476","2,018"
"4","15","2","5","74,820","2,019"
"8","4","2","5","54,984.32909811162","2,021"
"10","12","4","4","3,463","2,021"
"11","6","4","0","8,947","2,018"
"11","0","6","0","522,853","2,018"
"2","9","2","3","22,372.11717965194","2,022"
"12","6","4","8","42,478.10399237699","2,021"
"4","3","3","1","23,325","2,020"
"7","22","2","9","1,451,559","2,018"
"11","16","5","4","4,142","2,021"
"5","18","5","9","291,257","2,018"
"6","3","0","8","42,673","2,021"
"1","6","5","1","65,727","2,020"
"3","19","3","10","2,017","2,020"
"7","15","1","8","7,667","2,019"
"7","0","3","None","3,973","2,021"
"11","20","1","10","3,846","2,020"
"2","21","2","4","13,221,376","2,019"
"10","18","2","7","8,496","2,021"
"2","16","5","7","6","2,021"
"1","17","3","4","22,414","2,019"
"9","22","1","10","14,945","2,020"
"8","13","2","5","53,691.4490836071","2,021"
"4","17","3","3","698,401","2,019"
"1","15","5","8","589","2,020"
"7","21","4","2","6,258","2,021"
"9","23","4","5","250,454","2,018"
"2","7","1","2","2,782","2,022"
"7","20","1","7","16,433","2,021"
"11","21","4","7","5,292.2244456241","2,020"
"4","19","6","7","2,017","2,021"
"1","22","2","2","1,078","2,022"
"9","22","0","7","4,225","2,018"
"3","5","3","None","89,095.4809765658","2,022"
"11","9","0","1","18,558","2,018"
"3","0","6","0","10,690","2,019"
"6","11","3","3","4,150","2,018"
"10","4","5","8","21,664","2,018"
"5","20","4","3","1,015,328.74711865379","2,021"
"9","2","2","7","14,600","2,018"
"1","15","2","10","15,783","2,020"
"8","3","6","4","138","2,018"
"11","3","1","8","15,112","2,018"
"7","6","0","3","125,647","2,019"
"8","17","2","5","85,699","2,019"
"3","0","3","1","210,492.16361356055","2,020"
"5","10","2","3","17,109","2,020"
"11","18","3","5","103,737","2,021"
"10","13","3","1","9,710","2,020"
"10","18","3","2","6,295","2,019"
"4","9","0","3","23,881","2,019"
"7","17","5","7","26,652","2,019"
"7","20","0","9","1,752,607","2,018"
"8","0","1","4","15,232","2,021"
"2","6","1","2","582","2,020"
"9","14","1","3","560,769","2,019"
"1","2","0","8","1,851","2,020"
"12","4","5","9","229,054,976","2,019"
"7","9","5","1","84,127","2,019"
"5","10","3","9","201,625.30130527085","2,021"
"7","14","0","3","263,261.80430791985","2,021"
"8","18","4","5","84,705.62105893079","2,020"
"9","1","5","5","364,286.74542401594","2,020"
"7","2","5","9","26,476,838.08873853247","2,020"
"5","15","6","7","24,047","2,019"
"5","17","5","4","7,115","2,019"
"11","16","6","5","78,232.41111309926","2,020"
"2","2","2","8","78,665.94003038138","2,022"
"12","0","1","0","4,280","2,019"
"1","5","2","5","11,007","2,022"
"5","17","3","8","36,419","2,021"
"2","20","1","10","6,354","2,022"
"1","5","6","1","223,693.18296422861","2,022"
"1","6","6","3","309,168.07313725497","2,022"
"9","19","5","1","1,016,357","2,018"
"8","3","0","8","21,286","2,019"
"4","14","0","5","40,169","2,021"
"11","10","6","1","113,551.44960356064","2,020"
"10","16","5","1","1,249,250.26519857224","2,021"
"7","1","3","8","120,282.17807380514","2,021"
"4","12","6","1","3,253","2,022"
"8","16","3","5","45,955.62156791671","2,020"
"12","1","6","5","98,280.17533009382","2,020"
"3","2","1","7","38,996","2,019"
"12","23","1","9","4,895,338","2,018"
"1","7","5","1","33,792","2,020"
"10","2","5","8","29,264","2,019"
"11","1","1","5","80,820.04662292157","2,020"
"12","13","2","2","869","2,021"
"9","10","5","1","23,131","2,019"
"10","4","0","3","159,512.59423668639","2,020"
"10","0","2","None","901","2,021"
"7","5","3","9","1,964,958","2,019"
"11","4","2","1","45,644,696","2,019"
"12","6","6","None","0","2,020"
"1","13","6","1","19,756","2,020"
"7","8","2","4","753","2,019"
"6","15","0","2","1,072","2,018"
"3","0","1","3","1,088,963.72054000121","2,022"
"11","5","6","7","2,238","2,019"
"9","6","2","2","943","2,018"
"6","16","5","1","115,438","2,018"
"1","22","1","7","145,662","2,019"
"10","20","4","3","1,031,305","2,019"
"6","8","3","4","731","2,020"
"4","18","6","7","43,543","2,020"
"1","13","4","2","108","2,020"
"5","14","2","3","16,102","2,018"
"6","6","0","3","4,412","2,018"
"1","12","6","1","5,704","2,022"
"8","3","6","5","347,558","2,019"
"10","15","4","8","12,146","2,019"
"3","1","4","3","1,331,066.23431272591","2,022"
"1","23","4","0","36,833","2,019"
"11","22","3","8","56,061","2,018"
"2","4","5","1","303,871","2,019"
"6","15","2","3","109,639.59107665614","2,020"
"12","20","3","9","3,173,849","2,018"
"1","16","0","7","471","2,022"
"8","13","4","10","5,385","2,018"
"12","16","4","4","13,858","2,019"
"7","8","0","5","35,725","2,021"
"2","7","5","9","1,611,139.42307387274","2,021"
"7","23","1","5","313,963.34909957208","2,021"
"7","3","2","8","245,924.05444422917","2,021"
"11","6","4","4","8,477","2,018"
"4","22","1","1","19,880","2,020"
"3","3","1","10","2,366","2,021"
"6","1","2","10","56,540","2,021"
"2","20","1","8","9,872","2,021"
"2","6","6","7","2,250","2,022"
"7","17","1","10","42,512","2,019"
"12","1","6","9","94,373,805","2,019"
"11","15","5","4","19,971","2,018"
"4","7","0","1","1,930","2,020"
"7","10","6","3","2,220","2,018"
"7","4","2","1","90,156.73901687711","2,021"
"1","8","1","1","30,503.81296900482","2,022"
"12","6","0","9","1,648,669.2687532469","2,021"
"12","17","1","2","4,892","2,019"
"5","22","6","3","1,208,014","2,019"
"11","18","0","2","10,764.28077839002","2,021"
"11","5","0","5","32,333","2,020"
"9","3","3","None","1,551,936","2,020"
"10","18","1","8","6,495","2,020"
"12","21","5","10","19,355.02528010984","2,020"
"11","21","2","10","3,427","2,021"
"10","12","3","7","11,148","2,019"
"10","12","1","1","19,402.72182003949","2,021"
"11","16","6","7","91,559","2,018"
"3","19","3","3","1,646,519","2,019"
"11","8","3","1","11,633","2,018"
"12","17","2","1","135,307.69908194557","2,021"
"3","6","0","5","72,613","2,019"
"11","19","5","7","381,733","2,018"
"12","20","1","8","42,225.03404892249","2,020"
"5","15","0","0","13,137","2,018"
"4","15","3","0","13,753","2,018"
"6","16","3","4","562","2,020"
"10","4","0","3","436,341","2,019"
"12","2","4","9","2,906,833.96563101386","2,021"
"7","1","4","8","216,389","2,019"
"11","0","5","10","10,162","2,021"
"7","10","2","9","222,833","2,019"
"3","0","5","8","76,578.13921818052","2,021"
"8","7","0","1","28,346","2,018"
"3","0","2","4","4,943","2,022"
"7","13","5","3","229,797.08685541053","2,021"
"5","8","6","5","3,807","2,020"
"1","0","3","7","2,433","2,020"
"9","17","2","9","38,458,700","2,019"
"2","16","0","9","225,278.21553346635","2,021"
"5","19","3","7","7,355","2,019"
"9","23","3","10","29,250","2,021"
"1","16","4","1","144,725","2,020"
"3","15","6","8","19,191","2,022"
"1","23","6","7","2,127","2,022"
"6","3","6","3","6,136","2,018"
"12","3","6","10","5,561","2,020"
"12","21","6","7","275,839","2,018"
"7","22","6","8","233,375","2,019"
"10","13","2","1","169,164","2,018"
"8","3","4","4","4,667","2,019"
"3","21","0","3","954,119","2,019"
"5","2","4","3","201,056","2,020"
"7","6","0","9","986,197","2,019"
"11","2","3","3","230,162.74363191957","2,020"
"12","14","5","9","23,022,319","2,019"
"9","8","3","3","120,369.5224440944","2,021"
"9","21","1","10","7,535","2,020"
"12","20","4","2","21,591","2,021"
"10","0","6","5","647,706","2,018"
"5","21","3","8","40,451.54456921046","2,021"
"11","8","5","7","9,560","2,018"
"9","15","4","7","19,130","2,021"
"9","3","2","2","674","2,018"
"9","0","0","0","11,145","2,019"
"10","3","4","9","2,601,620.0268711533","2,020"
"5","18","4","1","778,096","2,019"
"7","8","6","8","1,166","2,019"
"11","20","2","8","31,365.99617969974","2,021"
"8","18","0","4","7,752","2,018"
"7","8","0","9","522,667","2,019"
"10","16","1","4","14,547","2,021"
"8","14","2","3","285,763.95238002662","2,021"
"4","23","6","1","19,845","2,018"
"5","9","6","3","140,291","2,019"
"2","18","3","2","1,042","2,020"
"4","21","1","9","1,140,000","2,018"
"7","1","1","4","3,051","2,020"
"3","18","2","8","51,408.07066232168","2,022"
"10","23","2","3","23,661,945","2,019"
"11","23","6","3","51,610,476","2,019"
"2","8","0","5","10,801","2,022"
"6","22","2","3","105,448","2,018"
"6","20","2","9","3,552,395","2,019"
"8","5","5","10","16,490","2,019"
"4","3","1","5","176,918","2,019"
"8","7","0","8","12,773.97415763866","2,020"
"9","23","6","7","14","2,020"
"3","8","4","5","4,822","2,021"
"7","8","2","3","26,564","2,020"
"6","17","3","None","20","2,021"
"6","2","3","3","829,777","2,019"
"1","0","1","5","393,795","2,019"
"12","4","0","3","241,319","2,018"
"6","21","2","9","895,469.77951511277","2,020"
"1","12","2","1","26,544","2,019"
"12","21","2","2","46,840","2,018"
"12","4","5","1","81,651.48788545154","2,020"
"3","20","5","2","3,394","2,021"
"7","2","5","10","3,523","2,018"
"1","19","4","8","24,076","2,021"
"3","17","4","5","507,956","2,019"
"11","21","3","3","1,026,476","2,018"
"1","16","3","4","32,872","2,019"
"9","18","0","3","475,640.16375184833","2,021"
"6","12","5","5","14,534","2,021"
"1","14","4","9","24,199,135","2,020"
"9","3","3","3","176,390.27955791953","2,020"
"1","8","1","8","10,191.24066740249","2,022"
"1","2","4","8","5","2,021"
"10","5","3","7","3,817","2,019"
"3","11","5","7","15,743","2,021"
"7","0","1","None","1,535,909","2,021"
"3","16","5","7","1,700","2,022"
"11","15","6","0","63,705","2,018"
"8","11","4","5","8,114","2,018"
"5","23","0","0","950","2,019"
"3","23","1","2","7,271","2,019"
"3","18","5","0","2,464","2,019"
"2","11","1","2","2,599","2,019"
"10","4","3","2","1,921","2,021"
"9","17","0","10","16,289","2,018"
"9","16","1","9","1,207,586.40652119791","2,021"
"3","9","5","9","842,033","2,019"
"3","19","0","1","169,937","2,020"
"5","17","6","5","22,979,156","2,020"
"6","21","4","10","25","2,018"
"6","10","3","8","6,694","2,019"
"3","9","1","None","436,100","2,022"
"1","2","5","9","11,959,483.64038653409","2,021"
"12","22","2","3","661,358.04332010779","2,021"
"2","14","5","7","5,242","2,020"
"8","10","5","3","66,064.36835233893","2,021"
"2","0","2","7","3,882","2,022"
"7","6","2","7","3,555","2,021"
"3","9","1","10","72","2,022"
"9","3","3","1","152,268.58815239752","2,020"
"12","5","4","7","4,313","2,021"
"5","15","2","1","231,917","2,019"
"12","19","1","10","37,218","2,021"
"3","6","3","8","1,728","2,022"
"3","11","3","1","12,712","2,021"
"9","7","4","1","21,733","2,018"
"6","0","6","7","41,272","2,019"
"4","22","5","10","10,177","2,022"
"10","23","3","5","79,932,464","2,019"
"12","21","1","7","14,937","2,019"
"7","17","3","1","223,419.69182036303","2,020"
"8","12","0","9","1,007,658","2,019"
"8","0","4","5","232,596.08766164764","2,020"
"1","1","2","3","398,028","2,020"
"8","1","5","9","5,556,556.94368616851","2,021"
"9","13","0","5","28,310","2,020"
"9","23","6","8","153,078.28959309131","2,021"
"1","20","2","4","8,648","2,020"
"1","0","3","5","53,168.05772767658","2,021"
"5","16","6","4","8,919","2,019"
"3","3","2","10","6,638","2,020"
"7","2","1","8","21,668","2,018"
"6","23","1","3","548,836.1460716978","2,021"
"8","19","1","0","5,723","2,019"
"2","2","3","7","45","2,020"
"11","6","6","1","57,077","2,018"
"2","8","2","1","48,129","2,019"
"3","0","4","0","4,860","2,019"
"10","2","2","9","1,445,565.63205732041","2,020"
"3","2","3","2","2,129","2,021"
"1","23","0","1","147,064.14512739254","2,021"
"8","2","5","9","6,012,514.74464530644","2,021"
"8","10","6","5","13,342","2,020"
"11","8","1","8","1,561","2,019"
"2","8","0","9","636,429","2,020"
"3","10","2","3","45,230.73041834723","2,021"
"8","0","1","0","13,451","2,018"
"12","16","0","1","38,676","2,021"
"8","11","6","4","3,785","2,019"
"4","7","1","1","32,098","2,019"
"4","19","3","3","540,971","2,019"
"11","16","4","3","406,173.33515214297","2,021"
"1","23","3","5","198,748.22525097584","2,021"
"1","7","3","1","11,640","2,022"
"4","11","1","10","9,081","2,019"
"9","1","6","2","4,622","2,021"
"2","13","6","9","82,570.23256867944","2,021"
"12","11","2","10","4,052","2,019"
"9","19","1","5","96,864","2,018"
"9","8","2","9","211,879.53618544933","2,020"
"10","10","1","7","1,945","2,019"
"4","1","6","5","220,637.95088080397","2,022"
"7","23","5","5","194,791.87110772135","2,020"
"5","0","0","8","165,122.10483368008","2,021"
"12","10","5","9","251,820","2,019"
"10","6","3","3","347,592","2,018"
"10","9","1","1","12,788","2,019"
"4","16","5","3","732,320.69288358272","2,021"
"12","22","3","4","116,644","2,018"
"1","22","6","9","7,370,551","2,019"
"4","5","0","6","10,529","2,021"
"10","1","6","3","1,423,041.5810764299","2,021"
"3","10","6","3","45,507","2,021"
"4","13","1","10","30,613","2,020"
"8","1","4","3","830,422","2,018"
"4","16","3","9","1,095,302","2,018"
"11","22","5","3","1,598,319","2,018"
"1","12","0","9","161,563","2,020"
"2","9","3","1","13,528","2,020"
"8","2","6","5","300,341.84720462704","2,020"
"11","4","4","0","46,285","2,018"
"9","15","4","9","1,638,803.29167723238","2,021"
"1","16","1","5","14,370","2,022"
"2","14","3","3","35,315","2,021"
"5","16","4","1","287,882.98640843324","2,021"
"11","18","4","4","0","2,020"
"6","6","2","5","80,082.463181539","2,021"
"1","1","2","7","93,600","2,019"
"8","13","0","9","1,305,761","2,018"
"2","0","3","5","415,680","2,019"
"11","22","5","9","4,696,417.42704077734","2,020"
"2","1","6","1","293,147.83892590626","2,022"
"12","8","5","2","4,358","2,018"
"5","20","0","9","4,129,706.33737935407","2,021"
"4","17","0","8","68,707","2,021"
"9","10","3","3","4,607","2,018"
"12","7","6","0","8,256","2,018"
"2","18","2","None","147","2,020"
"1","15","3","1","104,050","2,020"
"7","21","2","6","2,960","2,019"
"4","22","6","0","21,075","2,018"
"5","20","4","5","30,668","2,018"
"2","23","6","3","282,261","2,021"
"3","8","4","9","929,054.34785995521","2,021"
"1","4","1","7","3,753","2,021"
"9","23","0","4","24,094","2,018"
"7","6","2","2","6,163","2,019"
"2","19","5","9","733,895,478.90493313496","2,020"
"2","8","3","5","20,378","2,019"
"9","1","4","8","2,421","2,020"
"8","19","3","4","4,169","2,019"
"6","6","1","3","88,955.27725061544","2,021"
"8","1","1","8","25,896","2,019"
"1","6","3","9","796,891","2,019"
"2","7","2","9","330,292.82154275844","2,022"
"6","3","5","9","7,971,652","2,019"
"3","20","4","8","92,620.30016067947","2,022"
"11","20","4","7","200,388","2,018"
"2","22","0","1","245,152","2,020"
"4","23","3","3","564,661.72170188651","2,021"
"11","23","5","1","160,369,509","2,019"
"2","6","3","9","363,668.18903901116","2,021"
"1","14","2","7","7,436","2,020"
"4","23","6","6","871","2,019"
"6","0","5","3","566,892.13503071626","2,020"
"2","1","6","2","17,630","2,019"
"1","3","5","5","128,238.25683098253","2,021"
"11","2","2","2","6,972.54173056233","2,021"
"11","8","4","9","732,800.28983507663","2,020"
"5","15","2","9","79,256","2,018"
"3","11","4","9","94,442.72165319553","2,020"
"9","13","3","5","134,862.95246245252","2,021"
"4","17","2","5","12,982","2,018"
"11","8","2","3","102,998","2,021"
"11","0","2","10","5,350","2,020"
"2","3","5","1","53,318.95964117642","2,021"
"3","19","2","3","45,647,782.09121459831","2,020"
"12","3","1","8","37,475","2,019"
"9","1","3","1","23,041,137","2,019"
"3","15","3","None","461,300","2,022"
"12","16","5","3","378,414","2,018"
"7","1","5","1","807,029.65208035687","2,021"
"9","1","6","7","62,508","2,019"
"10","7","5","3","378,386","2,019"
"4","17","3","9","4,985,499","2,019"
"1","23","0","None","10,192","2,020"
"3","14","3","3","426,125.85160182191","2,022"
"1","17","3","8","8,508","2,020"
"9","14","3","8","1,031","2,020"
"6","23","0","2","8,191","2,019"
"3","11","2","3","12,106","2,021"
"8","19","2","0","15,858","2,018"
"10","0","2","8","24,716","2,019"
"7","2","6","5","318,512.27970846484","2,020"
"2","1","4","None","630","2,020"
"5","9","2","9","244,184","2,019"
"6","1","2","8","87,635.35903038173","2,021"
"2","20","0","9","287,205,383.36341467973","2,020"
"7","0","1","3","489,127.41388443226","2,021"
"4","20","1","9","1,418,733","2,018"
"4","6","5","3","23,005","2,020"
"9","22","0","None","21,428","2,020"
"9","15","5","3","607,071","2,019"
"6","14","3","4","130,045.97307958505","2,021"
"1","10","6","9","198,348.04093432747","2,021"
"4","14","4","2","3,154","2,020"
"11","16","5","3","197,224.53852117574","2,020"
"7","7","0","5","44,397","2,019"
"5","18","1","8","34,094,437","2,020"
"11","18","2","7","836","2,021"
"6","17","0","3","389,278.12818812834","2,021"
"10","5","4","1","25,663","2,018"
"2","21","3","None","0","2,021"
"11","21","6","None","2,914","2,021"
"11","1","1","8","6,210","2,018"
"8","18","3","3","257,945.84402598689","2,020"
"2","1","1","4","12,251","2,020"
"12","20","0","2","23,419","2,018"
"1","17","2","5","24,226","2,021"
"10","11","4","9","189,183.32520671428","2,021"
"9","17","2","7","5,973","2,021"
"9","16","0","7","10,685","2,018"
"3","3","6","1","707,892.27815279061","2,022"
"8","23","3","5","329,353","2,019"
"11","10","3","1","7,264.2722311781","2,021"
"2","7","2","5","4,382","2,021"
"12","1","1","7","118,813","2,018"
"11","9","4","5","6,496","2,019"
"12","7","4","3","322,284.03349966559","2,021"
"11","23","5","4","2,027","2,020"
"5","14","0","3","154,106.64299720704","2,021"
"10","3","5","5","57,619,232","2,019"
"3","21","5","1","1,382,639.82197638753","2,022"
"11","4","2","5","54,010.12215784414","2,021"
