"Month","Hour","Day of Week","Council District (Start)","sum_trip_distance","Year (US/Central)"
"8","15","4","10","2,997","2,020"
"7","22","5","2","251","2,018"
"6","13","6","10","8,217","2,019"
"5","14","3","7","9,585","2,019"
"11","20","6","4","10,850","2,019"
"8","23","6","9","4,525,700","2,019"
"1","11","3","3","7,050","2,021"
"11","14","1","9","831,043.56378773538","2,021"
"7","21","1","10","840","2,020"
"11","6","4","3","193,018","2,019"
"11","15","3","10","6,766","2,020"
"11","1","1","1","123,579","2,019"
"7","4","2","10","551","2,020"
"4","15","4","3","134,425.63456049709","2,022"
"9","20","3","4","14,457","2,019"
"2","2","2","5","26,787","2,021"
"3","2","0","9","6,370,040","2,019"
"8","0","2","5","343,031","2,019"
"7","4","5","0","4,635","2,018"
"3","10","4","5","1,231","2,021"
"1","22","3","1","1,284,321","2,019"
"1","22","3","7","166,475","2,019"
"10","0","0","4","3,493","2,018"
"1","6","6","3","234,123","2,019"
"9","12","4","5","161,472","2,019"
"12","1","5","3","678,622","2,018"
"11","19","0","3","311,743","2,018"
"9","0","6","5","624,749","2,018"
"11","0","3","4","11,045","2,021"
"1","12","3","9","211,267","2,020"
"9","9","4","4","2,927","2,019"
"4","18","3","4","362","2,020"
"8","7","2","5","23,428","2,019"
"4","0","2","4","9,388","2,018"
"4","23","5","1","781,005","2,019"
"3","5","6","3","459,022.83005341409","2,021"
"9","14","3","10","13,685","2,018"
"9","3","2","1","135,812.48430704863","2,020"
"2","19","1","2","5,271","2,022"
"9","21","3","2","4,659","2,021"
"11","6","5","0","2,313","2,019"
"11","17","1","3","363,302.769016927","2,021"
"11","9","3","3","15,409","2,020"
"7","19","4","0","7,619","2,018"
"2","6","3","5","20,225","2,020"
"3","2","4","1","617,525","2,019"
"11","21","6","1","23,338,643","2,019"
"4","18","0","9","6,522,394","2,019"
"3","1","2","10","72,135","2,019"
"7","16","2","3","516,669","2,019"
"12","16","0","2","7,037","2,018"
"2","17","6","2","5,304","2,019"
"11","5","1","5","29,716","2,018"
"3","4","0","8","16,954","2,019"
"8","3","2","9","2,862,821","2,019"
"9","20","2","0","9,166","2,018"
"6","9","2","4","183","2,021"
"8","14","2","3","184,434","2,018"
"1","9","4","9","304,316","2,020"
"6","5","1","2","1,423","2,021"
"9","11","3","7","4,926","2,021"
"7","8","5","3","20,085","2,018"
"2","5","2","9","5,451,837.66647554133","2,022"
"4","19","4","1","16,038","2,020"
"6","2","5","10","22,654","2,019"
"8","12","2","9","994,541","2,018"
"7","11","4","1","1,913","2,018"
"1","1","5","10","9,067","2,022"
"1","7","1","1","5,058","2,020"
"8","21","2","5","193,901.41314587739","2,021"
"10","17","0","2","6,346","2,018"
"10","6","1","3","85,730","2,019"
"8","10","0","4","12,308","2,021"
"5","14","1","1","175,012","2,019"
"3","6","6","2","9,021","2,019"
"9","17","6","3","35,105,065","2,019"
"8","2","1","8","15,501","2,019"
"3","14","1","4","2,451","2,022"
"10","13","1","7","3,531","2,019"
"9","17","0","9","85,454,699","2,019"
"3","21","0","8","99,685","2,020"
"1","1","1","1","50,302.02319686417","2,022"
"7","13","6","1","55,849.84207703299","2,021"
"9","16","6","3","408,995","2,018"
"7","22","1","7","42,974","2,019"
"9","14","3","2","0","2,021"
"8","13","5","1","118,520","2,019"
"8","14","3","2","581","2,020"
"3","14","6","7","2,126","2,022"
"10","9","1","2","8,721.44219170308","2,021"
"2","16","1","4","6,730","2,019"
"12","2","1","8","64,522","2,021"
"2","21","2","4","0","2,021"
"10","13","2","5","22,986,455","2,019"
"5","15","5","10","12,549","2,021"
"8","21","5","7","10,883.51833187749","2,021"
"1","3","6","5","145,058.55433279034","2,021"
"12","16","1","10","19,681","2,021"
"4","0","1","2","13,061.77265972385","2,021"
"2","15","5","2","6,153","2,019"
"4","8","5","5","573","2,018"
"10","5","4","9","47,641,940.96495595522","2,020"
"3","22","4","8","148,726.86018498007","2,021"
"8","10","0","1","9,254","2,018"
"6","7","6","3","183,547.56319560432","2,020"
"2","21","3","4","3,885","2,021"
"11","20","5","4","108,748","2,018"
"8","21","2","9","1,521,515.48345211738","2,021"
"10","9","2","3","35,743","2,020"
"9","13","5","5","58,023","2,018"
"11","7","2","1","16,054","2,018"
"11","18","0","1","287,249","2,018"
"12","19","1","9","47,728,273","2,019"
"4","4","1","7","26,533","2,019"
"9","12","0","9","659,475","2,018"
"1","18","1","2","20,411","2,019"
"8","3","2","5","56,755","2,018"
"4","14","4","3","73,239","2,020"
"8","15","3","8","18,203","2,018"
"11","18","5","3","348,727.62212705318","2,020"
"1","13","5","None","385,600","2,022"
"3","21","4","5","468,078.84753505066","2,022"
"1","15","1","5","5,506","2,021"
"10","23","4","4","11,359","2,019"
"12","22","4","5","163,988.76209267811","2,020"
"1","21","0","3","555,475","2,019"
"11","13","6","7","1,234","2,019"
"2","3","6","7","4,033","2,020"
"11","19","4","7","331","2,021"
"10","4","1","2","3,899","2,018"
"3","1","5","8","157,887.48105947963","2,022"
"12","14","6","1","7,623","2,020"
"12","0","5","6","3,868","2,018"
"4","22","3","5","77,621","2,020"
"1","2","6","0","4,556","2,019"
"2","5","3","8","17","2,022"
"5","15","0","10","12,648","2,019"
"11","22","2","10","24,513","2,019"
"1","6","2","7","14","2,020"
"8","16","3","10","21,014","2,018"
"8","15","5","None","0","2,020"
"10","18","6","2","4,616","2,020"
"4","1","5","5","684,662","2,019"
"11","13","2","3","139,207.68545001203","2,021"
"12","19","5","4","11,558","2,020"
"8","23","2","None","4,754","2,020"
"3","18","5","8","84,915.4796624313","2,022"
"8","20","4","5","337,024","2,019"
"2","13","2","None","262,800","2,022"
"6","18","6","8","271,696","2,019"
"12","12","5","7","510","2,018"
"6","22","4","7","24,974","2,020"
"7","22","3","7","20,531","2,021"
"10","1","3","3","358,538","2,018"
"4","20","4","8","4,570","2,020"
"2","21","4","9","277,153,697.35821515449","2,020"
"4","20","6","4","7,247","2,022"
"8","14","1","10","2,703","2,020"
"11","12","5","0","0","2,018"
"1","7","2","8","22,038","2,020"
"6","13","4","10","46,610","2,019"
"7","20","6","None","1,959,954","2,021"
"11","0","5","5","204,799.55508791607","2,020"
"8","16","4","9","4,516,110","2,019"
"3","14","2","7","17,900","2,019"
"8","18","4","8","26,403.4566700937","2,020"
"10","20","0","10","32,430","2,019"
"8","7","3","1","57,675.26091417021","2,020"
"8","17","4","4","399","2,020"
"3","20","5","4","58,328","2,019"
"8","12","3","9","227,914.63365908641","2,020"
"9","13","4","7","11,125","2,019"
"1","16","0","4","15,865","2,019"
"3","5","1","9","1,057,033.43772580312","2,020"
"3","0","2","5","708,109","2,019"
"9","1","4","10","4,557","2,020"
"9","12","2","5","12,410","2,020"
"11","10","0","7","1,735","2,018"
"1","9","0","9","143,063","2,020"
"7","12","3","6","3,329","2,021"
"9","13","3","5","139,073","2,018"
"1","8","3","9","277,216","2,019"
"9","10","2","2","46","2,021"
"8","17","3","5","49,042","2,020"
"6","7","0","9","1,599,425.38240365606","2,021"
"4","20","1","10","8,403","2,018"
"3","12","1","9","185,908.99037608187","2,021"
"8","22","6","8","69,552","2,020"
"8","1","3","1","279,228.39781797754","2,021"
"7","18","1","8","3,039","2,020"
"1","3","6","8","812","2,019"
"7","3","2","0","5,616","2,018"
"10","15","2","9","469,604.39881242981","2,020"
"11","9","6","9","2,040,799.47574629774","2,020"
"8","14","2","9","751,066.78802813237","2,021"
"2","13","0","3","216,068","2,019"
"10","18","6","3","589,872.84482451813","2,020"
"5","15","1","9","103,207","2,018"
"6","1","1","4","24,985","2,019"
"5","16","1","5","30,837","2,020"
"7","18","2","0","1,560","2,019"
"1","17","0","9","569,266.66381369728","2,021"
"4","1","4","3","287,553.85151427685","2,022"
"10","21","2","4","1,487","2,019"
"10","16","3","3","284,941.78748396916","2,021"
"7","4","3","2","311","2,021"
"9","7","3","5","7,104","2,019"
"9","14","4","4","8,378","2,019"
"3","2","3","4","3,268","2,021"
"11","7","5","1","71,822","2,019"
"2","9","0","9","171,427.94065654325","2,022"
"10","7","4","5","10,757","2,018"
"2","14","4","3","99,204.71265322528","2,022"
"4","23","4","7","21,723","2,019"
"12","19","6","10","37,142","2,021"
"3","8","6","4","4,359","2,020"
"10","0","5","2","11,135","2,018"
"6","5","0","3","178,979","2,019"
"9","17","3","7","10,383","2,021"
"9","5","4","7","13,629","2,019"
"4","7","3","9","706,339.89136510628","2,021"
"3","23","3","4","1,290","2,021"
"6","17","2","8","667","2,020"
"7","1","5","5","644,367","2,019"
"10","10","3","5","1,180","2,020"
"4","22","3","6","580","2,019"
"1","16","0","3","139,592.38342239525","2,022"
"2","23","3","8","7,400","2,021"
"2","11","6","1","13,543.87614344655","2,022"
"6","0","4","0","1,053","2,019"
"2","16","4","7","12,962","2,020"
"11","3","5","7","83,551","2,018"
"5","3","3","9","4,428,662","2,019"
"11","4","2","9","1,002,495.48102047302","2,020"
"1","22","1","7","23","2,021"
"2","19","3","9","831,556.97851155619","2,022"
"10","23","3","None","147,790","2,020"
"3","0","1","4","69,916","2,019"
"1","11","1","1","49,682","2,020"
"12","10","2","5","2,899","2,018"
"12","4","6","8","32,582","2,019"
"10","0","4","1","353,084","2,018"
"9","21","2","9","7,069,638,793","2,019"
"1","8","6","5","38,882","2,019"
"2","8","4","3","71,956","2,019"
"10","15","6","7","2,721","2,021"
"9","6","6","10","2,026","2,018"
"10","20","4","8","65,047","2,018"
"12","12","3","3","83,362.17452541784","2,021"
"7","16","1","4","0","2,019"
"9","19","5","3","545,030.6860819291","2,020"
"12","16","0","0","24,693","2,018"
"1","19","0","10","78,861","2,019"
"7","23","2","10","9,548","2,020"
"3","4","4","4","1,531","2,021"
"6","3","2","10","8,460","2,021"
"5","17","2","1","18,424","2,018"
"11","18","4","8","2,866","2,019"
"4","20","0","2","14,101","2,019"
"1","14","2","3","425,625","2,019"
"4","2","0","7","9,713","2,021"
"11","3","5","1","255,588","2,018"
"5","16","5","3","6,504","2,018"
"8","12","5","8","0","2,018"
"1","20","2","3","477,831","2,020"
"12","8","4","4","7,097","2,021"
"1","0","5","0","20,031","2,019"
"5","3","3","3","22,897,634","2,020"
"8","13","3","9","223,130.25563078157","2,020"
"7","9","1","3","17,490","2,020"
"7","12","1","9","306,926.43121520603","2,021"
"12","4","1","2","4,526","2,020"
"10","22","5","4","10,634","2,019"
"3","14","3","1","93,140.27946340583","2,021"
"5","20","2","2","4,105","2,021"
"12","19","0","4","1,539","2,020"
"4","22","2","9","842,337","2,018"
"3","13","3","1","218,102","2,019"
"3","19","6","4","13,222","2,020"
"3","14","6","3","267,770.36095687589","2,022"
"5","8","0","3","85,075.75285787247","2,021"
"8","0","0","None","0","2,020"
"9","0","4","None","63","2,020"
"2","23","0","1","1,332,763.28631262658","2,022"
"3","5","0","3","221,839.87141373849","2,021"
"4","6","5","7","5,516.337861759","2,021"
"9","0","1","8","15,523","2,020"
"5","17","0","10","16,981","2,021"
"6","19","1","9","3,461,726","2,019"
"6","19","4","0","10,055","2,019"
"12","14","3","10","5,266","2,021"
"5","22","2","10","35,861","2,021"
"7","8","2","3","103,936","2,019"
"8","1","0","1","388,078","2,018"
"6","6","4","8","19,582","2,020"
"12","23","5","2","19,341","2,018"
"7","15","4","4","2,499","2,019"
"8","20","6","4","10,150","2,021"
"9","3","5","5","362,643.57877896857","2,021"
"11","13","2","9","395,526.49376705977","2,021"
"12","17","6","7","17,979","2,020"
"7","18","5","None","8,965","2,021"
"11","6","2","1","20,721","2,020"
"3","3","6","4","23,501","2,021"
"3","2","6","2","3,443","2,019"
"5","0","6","2","25,413","2,021"
"11","4","4","8","2,741","2,021"
"11","15","0","2","5,312","2,021"
"1","12","5","3","50,634","2,020"
"5","13","3","1","291,285","2,019"
"1","12","0","5","2,964","2,022"
"11","19","5","4","88,728","2,018"
"11","2","1","9","2,034,694.5176450567","2,021"
"7","5","5","2","3,489","2,021"
"7","1","2","2","6,985","2,021"
"9","14","0","3","327,777.87341564688","2,021"
"8","8","0","1","6,604","2,018"
"9","3","6","1","585,459.33425222511","2,020"
"7","16","0","8","40,821","2,019"
"1","2","3","5","22,318.22862136363","2,021"
"8","22","0","10","46,389","2,019"
"3","22","4","1","1,441,544","2,019"
"1","18","2","5","37,594","2,021"
"7","3","2","5","1,380,769.21010037472","2,021"
"1","18","1","10","61,957","2,019"
"8","17","0","8","20,341","2,019"
"1","8","2","4","14,246","2,020"
"12","0","5","5","126,080.92932765328","2,020"
"8","16","5","7","17,499","2,019"
"5","1","1","9","46,408,407","2,020"
"7","16","4","1","294,223.67153152519","2,021"
"5","20","3","0","5,428","2,018"
"9","14","0","8","6,816","2,019"
"12","17","6","3","326,164.75738352017","2,021"
"2","11","2","5","3,107","2,020"
"9","10","5","9","375,560","2,019"
"12","13","6","5","3,424","2,019"
"10","0","3","1","235,452.66202642564","2,021"
"11","12","5","3","62,745.98070262332","2,021"
"2","13","0","5","29,505","2,020"
"7","20","3","1","383,287","2,019"
"6","1","3","2","10,989","2,018"
"7","11","0","3","75,982","2,021"
"3","17","1","7","3,661","2,021"
"3","10","5","9","363,419.51964220935","2,021"
"2","23","6","8","134,462","2,020"
"9","8","4","1","52,048.87170304869","2,021"
"8","6","2","5","22,427.56168480844","2,021"
"1","9","3","8","180","2,022"
"6","20","0","3","30,320","2,018"
"9","7","5","9","13,801,249","2,018"
"2","3","3","3","397,966","2,019"
"2","23","5","4","300","2,021"
"3","17","4","4","26,658","2,022"
"6","20","4","None","3,772","2,021"
"10","16","1","1","144,303.15334317325","2,021"
"6","3","3","9","172,310","2,018"
"3","9","3","10","9,376","2,019"
"10","23","4","7","18,980","2,021"
"10","5","2","2","2,268","2,018"
"2","12","6","5","68,703","2,019"
"7","4","2","10","3,289","2,021"
"2","17","3","None","130,800","2,022"
"10","12","5","8","1,100","2,018"
"9","11","0","7","2,127","2,019"
"11","21","6","5","866,453","2,018"
"3","11","3","1","32,415","2,019"
"5","20","0","2","882","2,020"
"2","13","0","4","7,073","2,022"
"4","22","5","3","607,532.07124841667","2,022"
"1","17","4","7","1,187","2,021"
"5","19","6","8","10,575","2,018"
"10","5","4","5","41,512","2,019"
"11","1","5","10","7,175","2,020"
"3","17","2","7","40,998","2,019"
"6","10","0","7","2,526","2,019"
"7","17","0","3","103,055","2,018"
"5","12","2","4","755","2,019"
"1","1","2","9","3,285,412","2,019"
"4","3","3","8","2,405","2,021"
"6","0","2","10","14,412","2,020"
"2","19","5","10","10,872","2,021"
"9","2","3","9","65,575,528","2,019"
"8","22","6","9","3,627,587.23353833884","2,021"
"12","15","3","3","358,606","2,019"
"11","0","0","3","432,263.11070813958","2,020"
"7","10","6","3","97,816","2,019"
"11","17","3","3","192,911","2,019"
"4","2","3","4","12,687","2,019"
"2","1","2","1","294,858","2,019"
"7","22","4","2","3,531","2,020"
"9","15","3","10","3,157","2,020"
"10","22","5","3","952,892.34633399703","2,020"
"3","4","3","9","3,881,461","2,019"
"9","7","5","3","124,654","2,018"
"8","2","4","7","10,065","2,021"
"10","5","5","9","140,357,263","2,019"
"10","14","3","7","5,240","2,019"
"1","18","3","7","4,195","2,021"
"11","11","0","7","600","2,018"
"5","5","4","4","3,897","2,019"
"1","17","4","10","2,589","2,022"
"4","14","2","5","3,858","2,018"
"6","22","5","8","237,555","2,021"
"9","19","2","10","22,782","2,021"
"10","1","2","3","627,695","2,018"
"7","18","2","5","171,601.7891112245","2,021"
"10","17","4","0","242,046","2,018"
"10","19","3","9","141,637,862","2,019"
"8","1","4","3","435,583.12044730844","2,020"
"8","9","4","3","16,218.78039796531","2,020"
"10","20","3","7","5,635","2,019"
"12","1","0","9","3,098,192","2,018"
"6","19","3","5","329,571","2,019"
"7","13","2","3","1,118,544","2,019"
"9","9","6","5","38,993","2,019"
"1","10","5","4","1,940","2,022"
"5","7","4","1","23,473","2,020"
"3","14","6","10","14,241","2,022"
"9","10","6","10","8,234","2,019"
"7","2","1","5","141,066","2,018"
"12","6","6","7","5,258","2,019"
"6","0","3","8","92,207","2,019"
"11","1","5","7","1,317","2,020"
"2","11","1","5","10,226","2,020"
"6","7","3","5","6,129","2,020"
"5","18","4","5","97,539","2,020"
"10","22","0","8","24,815","2,018"
"10","18","1","4","9,150","2,019"
"2","2","1","9","796,310.26771792941","2,021"
"8","2","5","2","8,517","2,021"
"4","0","1","8","22,459","2,018"
"11","6","0","3","108,925.58691277681","2,020"
"7","9","1","9","172,479.10209175826","2,020"
"8","4","3","9","3,732,818","2,019"
"7","2","0","9","5,875,748","2,019"
"8","16","6","10","11,380","2,021"
"6","8","2","9","193,789.89428463096","2,020"
"8","1","0","4","6,695","2,019"
"7","19","5","1","291,371","2,018"
"6","6","4","0","12,826","2,019"
"10","7","3","2","25,541","2,021"
"6","14","1","8","9,954","2,021"
"3","6","5","2","2,708","2,022"
"9","5","6","2","16,548","2,021"
"3","12","1","9","668,459","2,019"
"2","9","6","7","2,517","2,021"
"10","20","3","4","5,720","2,020"
"3","0","6","8","198,150.50068268442","2,022"
"1","23","4","9","2,984,029.08910171185","2,021"
"1","3","1","4","23","2,021"
"1","13","1","1","103,960","2,019"
"4","21","2","3","359,603.82331253206","2,021"
"11","13","1","1","30,035","2,018"
"12","10","5","9","574,344.74985537261","2,021"
"7","18","1","3","125,377","2,018"
"12","2","3","4","54,477","2,018"
"5","9","2","2","150","2,021"
"5","3","6","1","22,860,901","2,020"
"3","22","0","None","311,898","2,022"
"6","3","1","10","17,607","2,019"
"8","20","1","4","11,838","2,021"
"5","18","3","1","244,702.47212833753","2,021"
"3","12","2","10","8","2,021"
"10","13","3","9","26,375,850","2,019"
"7","14","3","5","198,380","2,019"
"11","14","6","10","4,282","2,020"
"7","17","4","1","432,813.11577376977","2,021"
"10","14","5","10","17,131","2,019"
"8","14","4","1","93,003.72684598858","2,021"
"5","18","6","1","113,778,259","2,020"
"9","18","3","7","10,835","2,021"
"9","8","5","3","76,575.01052327279","2,020"
"5","5","3","1","13,673","2,020"
"9","17","4","3","853,330","2,019"
"3","13","2","3","415,655","2,019"
"10","23","1","3","774,881","2,018"
"10","14","5","8","6,258","2,021"
"4","5","4","1","35,756","2,022"
"1","2","4","4","47,187","2,019"
"12","6","2","6","8,935","2,018"
"7","23","4","8","183,048.55353029103","2,021"
"10","18","0","2","5,921.48360996765","2,021"
"7","17","6","9","3,384,978","2,018"
"9","4","3","2","5,792","2,021"
"12","17","1","3","145,289.66605242758","2,020"
"6","5","0","8","12,688","2,020"
"3","17","4","3","257,819.70491689488","2,020"
"9","8","5","8","22","2,019"
"4","21","1","5","87,341","2,018"
"12","17","3","9","1,483,700.93592661702","2,021"
"4","23","5","4","23,396","2,021"
"2","20","2","8","18,348","2,019"
"3","21","1","2","17,982.92321265032","2,022"
"1","20","5","4","24,823","2,022"
"7","20","5","3","341,569.87189126155","2,020"
"2","23","3","9","118,041,763","2,020"
"4","7","4","5","37,176.98523316185","2,021"
"6","23","3","None","3,182","2,020"
"9","16","4","7","809","2,020"
"5","19","4","3","925,099.86044620318","2,021"
"1","13","3","4","11,495","2,020"
"2","10","5","1","34,934","2,020"
"4","0","3","8","34,573","2,018"
"9","19","5","9","8,676,779","2,018"
"6","11","1","1","31,831","2,019"
"4","16","0","9","2,083,088.69143882393","2,021"
"3","18","6","None","591,900","2,022"
"1","20","4","10","4,232","2,021"
"1","0","6","None","3,354","2,020"
"10","7","1","9","17,111,964","2,019"
"7","12","5","9","101,542","2,018"
"11","18","5","6","1,710","2,018"
"6","6","0","4","7,680","2,021"
"5","21","0","5","327,302.50816337481","2,021"
"8","18","3","8","42,658","2,021"
"1","21","4","9","4,405,452","2,019"
"12","9","0","7","5,631","2,019"
"1","20","3","4","14,217","2,021"
"5","2","5","4","15,853","2,019"
"7","14","1","3","81,139.10780116712","2,020"
"10","13","5","5","7,121","2,020"
"7","14","2","6","126","2,021"
"7","21","1","1","319,246","2,019"
"4","0","5","5","88,945","2,018"
"7","11","5","4","840","2,021"
"5","3","5","1","112,856","2,020"
"5","17","3","7","0","2,020"
"7","23","5","8","5,627.72644688872","2,020"
"5","4","3","10","5,595","2,020"
"4","17","4","9","6,521,427","2,019"
"3","19","2","3","1,227,914","2,019"
"10","19","1","10","27,722","2,021"
"4","2","0","4","12,342","2,020"
"11","5","6","1","479,210.56417092292","2,021"
"10","0","0","5","1,511,695.49766476011","2,021"
"3","12","1","7","18,753","2,019"
"7","7","2","9","563,186.01792086412","2,020"
"8","22","0","4","5,830","2,018"
"11","23","3","None","2,908","2,021"
"12","18","6","9","12,819,387.74591474369","2,020"
"9","6","4","None","2,677,557","2,021"
"10","21","3","7","16,623","2,021"
"4","6","1","3","5,149","2,020"
"6","12","1","3","371,884","2,019"
"9","22","1","3","249,965.02948635596","2,020"
"11","22","6","8","89,888.72774993616","2,020"
"3","22","1","7","78,887","2,019"
"11","15","4","10","1,003","2,021"
"8","21","3","2","11,948","2,018"
"10","8","3","3","76,243.13893438336","2,021"
"1","23","4","None","229,887","2,022"
"8","2","2","0","1,049","2,019"
"4","4","1","1","4,291","2,020"
"2","20","6","10","27,485","2,020"
"6","13","4","1","64,775","2,018"
"2","15","6","9","3,308,186","2,019"
"12","15","2","9","661,113.86696092784","2,021"
"6","19","4","8","97,348.61935190558","2,021"
"5","8","1","9","281,663.1020530715","2,021"
"6","22","0","9","160,399,933.98154742839","2,020"
"6","16","0","3","419,747.06387882591","2,021"
"11","16","2","0","84,575","2,018"
"1","1","2","3","469,446","2,019"
"5","3","6","4","11,458","2,019"
"11","10","0","2","1,298","2,019"
"8","8","2","9","287,389","2,019"
"11","19","3","3","375,694.60068676433","2,020"
"10","15","1","1","50,043.30439111693","2,020"
"1","3","6","3","544,841.93375746266","2,022"
"4","2","4","10","21,980","2,020"
"7","16","6","None","8,964","2,021"
"8","23","3","None","8,065","2,020"
"4","14","4","7","5,779","2,020"
"11","9","5","8","2,080","2,019"
"8","2","3","10","47,932","2,018"
"2","17","6","4","1,792","2,021"
"4","3","1","4","16,725","2,019"
"6","20","0","5","71,303","2,018"
"5","0","1","7","4,980","2,020"
"8","1","6","2","1,661","2,018"
"8","19","1","3","182,983","2,018"
"6","9","3","7","1,603","2,019"
"10","15","3","3","334,924.28195131981","2,021"
"6","5","2","10","9,113","2,021"
"11","13","6","10","7,319","2,019"
"3","23","1","9","3,133,351.12775688454","2,021"
"9","6","5","10","7,874","2,020"
"10","21","3","7","113,270","2,018"
"12","2","6","5","269,234","2,019"
"12","8","1","2","2,171","2,018"
"7","23","2","8","17,076","2,018"
"4","16","6","10","7,393","2,022"
"3","13","3","10","20,809","2,020"
"6","11","0","5","17,516","2,019"
"3","4","6","1","826,568","2,019"
"3","23","3","8","11,648","2,020"
"7","21","3","1","117,638.74420874012","2,020"
"3","14","4","8","6,511","2,019"
"2","10","6","7","3,049","2,019"
"4","16","3","8","20,705","2,021"
"3","3","2","9","3,277,071.51496192997","2,021"
"6","2","1","5","82,412","2,020"
"6","20","1","5","207,683","2,019"
"9","22","3","7","22,552","2,018"
"12","23","1","None","2,822","2,020"
"12","12","3","2","2,123","2,018"
"5","16","5","1","791,543","2,019"
"7","14","6","None","83","2,021"
"3","22","4","9","5,636,050.62970804464","2,021"
"2","23","6","9","4,550,045.12656406847","2,022"
"11","13","4","8","3,083","2,018"
"10","4","2","1","66,897.73256716242","2,020"
"12","5","0","2","0","2,020"
"9","23","1","10","2,106","2,020"
"3","16","2","8","1,373","2,021"
"4","19","6","9","23,137,428","2,020"
"12","16","5","3","115,362.17234933468","2,020"
"11","5","0","2","2,345","2,019"
"10","2","3","7","28,195","2,018"
"3","0","4","2","3,980","2,022"
"2","20","4","5","203,415","2,021"
"11","4","3","9","1,445,241.54320496961","2,021"
"9","23","5","7","5,719","2,021"
"7","8","5","4","6,845","2,019"
"4","18","6","10","4,277","2,018"
"9","1","6","10","65,296","2,019"
"8","3","2","10","31,704","2,019"
"2","15","1","9","138,419,474","2,020"
"6","13","1","9","418,202","2,018"
"4","12","6","8","6,979","2,019"
"11","5","3","7","36,594","2,018"
"4","19","6","3","195,279","2,018"
"12","20","6","4","507","2,020"
"7","7","0","10","1,103","2,018"
"4","7","3","4","8,421.0862721437","2,021"
"3","9","5","5","17,624.95516424757","2,021"
"7","18","1","9","1,719,086.74516064071","2,021"
"7","2","2","4","7,572","2,020"
"1","19","2","9","2,414,697","2,019"
"10","3","5","9","988,930","2,018"
"6","21","4","5","111,329","2,020"
"11","18","4","9","207,788,037","2,019"
"11","22","6","8","178,244","2,019"
"9","12","4","8","910","2,018"
"3","23","0","None","1,402","2,021"
"9","14","3","2","386","2,018"
"10","7","0","10","3,955","2,021"
"2","22","5","10","84,691","2,019"
"12","20","6","9","2,526,419.84550354796","2,020"
"4","1","0","3","1,222,927","2,019"
"11","21","5","3","1,311,534.0186889103","2,021"
"3","3","6","10","61,836","2,019"
"3","11","4","10","5,559","2,019"
"3","4","2","2","5,783","2,019"
"11","17","3","1","34,594.58110843356","2,020"
"6","12","6","5","1,281","2,018"
"3","12","2","7","13,871","2,019"
"4","17","1","1","14,147","2,020"
"8","21","4","7","1,663","2,018"
"5","2","1","8","32,329","2,019"
"8","18","1","10","23,129","2,018"
"8","14","6","4","5,309","2,021"
"3","0","1","1","357,018.16213782138","2,022"
"4","1","2","7","13,883","2,020"
"10","4","3","3","346,757.68229070172","2,021"
"7","13","0","1","58,274","2,018"
"6","12","5","7","3,366","2,019"
"3","22","0","5","552,290.84764323839","2,021"
"7","2","2","2","1,114","2,020"
"10","12","1","8","1,350","2,018"
"1","17","3","5","42,254","2,021"
"7","1","4","10","56,361","2,019"
"4","22","6","1","77,181","2,020"
"5","20","4","4","8,753","2,019"
"6","19","3","2","0","2,020"
"12","17","5","10","8,673","2,020"
"9","1","0","1","289,026.50105137757","2,020"
"9","17","3","4","7,398.68707739773","2,020"
"8","21","6","4","2,251","2,020"
"3","19","5","1","839,690.79894330064","2,021"
"5","2","2","5","96,978","2,020"
"7","22","5","3","310,978","2,018"
"9","0","4","1","23,231,142","2,019"
"11","21","6","2","8,675","2,021"
"7","9","1","4","1,705","2,019"
"2","1","2","8","9,402","2,020"
"3","13","6","3","263,477","2,019"
"8","5","0","3","74,301","2,018"
"11","23","3","4","1,211","2,021"
"8","12","1","7","4,008","2,018"
"5","23","5","9","17,210,220.54080598855","2,021"
"12","22","1","4","6,826","2,019"
"4","0","5","9","1,882,178.66662186482","2,022"
"6","0","5","1","431,995.68188497155","2,021"
"10","13","3","2","2,348","2,021"
"4","8","1","3","124,316","2,019"
"2","2","4","2","12,317","2,022"
"1","20","4","6","4","2,019"
"12","15","5","8","35,497","2,018"
"5","18","4","9","190,416","2,018"
"3","15","6","4","47,210","2,020"
"1","2","6","9","4,125,989.19408777737","2,022"
"9","18","3","1","287,096.47638683588","2,021"
"2","6","3","10","738","2,019"
"4","5","6","9","152,933","2,020"
"4","22","2","3","526,682.61384746287","2,021"
"5","12","0","4","3,686","2,019"
"4","19","1","7","15,819","2,019"
"2","15","1","2","2,590","2,022"
"9","4","5","5","298,026.41535203088","2,021"
"11","6","5","3","354,082","2,019"
"10","23","1","7","115,596","2,018"
"9","9","5","2","10,931","2,021"
"10","7","5","None","9,277,220","2,021"
"5","5","4","2","11,930","2,019"
"1","19","6","5","172,634.3814005207","2,021"
"11","21","3","None","1,058","2,018"
"12","22","0","5","406,569","2,018"
"7","0","5","5","295,692.48111917808","2,020"
"4","23","3","5","57,020","2,020"
"11","6","0","10","5,520","2,020"
"12","4","4","3","230,618","2,019"
"11","7","3","3","59,913.74519336658","2,020"
"6","6","6","9","3,264,747.06956498867","2,020"
"4","18","4","8","41,476.91297648976","2,021"
"2","17","3","9","338,518.17402732477","2,021"
"6","11","5","3","25,490.73269082148","2,020"
"3","12","6","1","10,836.60339285868","2,020"
